,geometry
1267,"POLYGON ((550356.8325696054 5377967.07623245, 550356.8325696054 5379167.07623245, 549156.8325696054 5379167.07623245, 549156.8325696054 5377967.07623245, 550356.8325696054 5377967.07623245))"
1268,"POLYGON ((551556.8325696054 5374367.07623245, 551556.8325696054 5375567.07623245, 550356.8325696054 5375567.07623245, 550356.8325696054 5374367.07623245, 551556.8325696054 5374367.07623245))"
1269,"POLYGON ((551556.8325696054 5375567.07623245, 551556.8325696054 5376767.07623245, 550356.8325696054 5376767.07623245, 550356.8325696054 5375567.07623245, 551556.8325696054 5375567.07623245))"
1270,"POLYGON ((551556.8325696054 5376767.07623245, 551556.8325696054 5377967.07623245, 550356.8325696054 5377967.07623245, 550356.8325696054 5376767.07623245, 551556.8325696054 5376767.07623245))"
1271,"POLYGON ((552756.8325696054 5371967.07623245, 552756.8325696054 5373167.07623245, 551556.8325696054 5373167.07623245, 551556.8325696054 5371967.07623245, 552756.8325696054 5371967.07623245))"
1272,"POLYGON ((552756.8325696054 5373167.07623245, 552756.8325696054 5374367.07623245, 551556.8325696054 5374367.07623245, 551556.8325696054 5373167.07623245, 552756.8325696054 5373167.07623245))"
1273,"POLYGON ((552756.8325696054 5374367.07623245, 552756.8325696054 5375567.07623245, 551556.8325696054 5375567.07623245, 551556.8325696054 5374367.07623245, 552756.8325696054 5374367.07623245))"
1274,"POLYGON ((552756.8325696054 5375567.07623245, 552756.8325696054 5376767.07623245, 551556.8325696054 5376767.07623245, 551556.8325696054 5375567.07623245, 552756.8325696054 5375567.07623245))"
1275,"POLYGON ((552756.8325696054 5376767.07623245, 552756.8325696054 5377967.07623245, 551556.8325696054 5377967.07623245, 551556.8325696054 5376767.07623245, 552756.8325696054 5376767.07623245))"
1276,"POLYGON ((553956.8325696054 5369567.07623245, 553956.8325696054 5370767.07623245, 552756.8325696054 5370767.07623245, 552756.8325696054 5369567.07623245, 553956.8325696054 5369567.07623245))"
1277,"POLYGON ((553956.8325696054 5370767.07623245, 553956.8325696054 5371967.07623245, 552756.8325696054 5371967.07623245, 552756.8325696054 5370767.07623245, 553956.8325696054 5370767.07623245))"
1278,"POLYGON ((553956.8325696054 5371967.07623245, 553956.8325696054 5373167.07623245, 552756.8325696054 5373167.07623245, 552756.8325696054 5371967.07623245, 553956.8325696054 5371967.07623245))"
1279,"POLYGON ((553956.8325696054 5373167.07623245, 553956.8325696054 5374367.07623245, 552756.8325696054 5374367.07623245, 552756.8325696054 5373167.07623245, 553956.8325696054 5373167.07623245))"
1280,"POLYGON ((553956.8325696054 5374367.07623245, 553956.8325696054 5375567.07623245, 552756.8325696054 5375567.07623245, 552756.8325696054 5374367.07623245, 553956.8325696054 5374367.07623245))"
1281,"POLYGON ((553956.8325696054 5375567.07623245, 553956.8325696054 5376767.07623245, 552756.8325696054 5376767.07623245, 552756.8325696054 5375567.07623245, 553956.8325696054 5375567.07623245))"
1282,"POLYGON ((553956.8325696054 5376767.07623245, 553956.8325696054 5377967.07623245, 552756.8325696054 5377967.07623245, 552756.8325696054 5376767.07623245, 553956.8325696054 5376767.07623245))"
1283,"POLYGON ((555156.8325696054 5368367.07623245, 555156.8325696054 5369567.07623245, 553956.8325696054 5369567.07623245, 553956.8325696054 5368367.07623245, 555156.8325696054 5368367.07623245))"
1284,"POLYGON ((555156.8325696054 5369567.07623245, 555156.8325696054 5370767.07623245, 553956.8325696054 5370767.07623245, 553956.8325696054 5369567.07623245, 555156.8325696054 5369567.07623245))"
1285,"POLYGON ((555156.8325696054 5370767.07623245, 555156.8325696054 5371967.07623245, 553956.8325696054 5371967.07623245, 553956.8325696054 5370767.07623245, 555156.8325696054 5370767.07623245))"
1286,"POLYGON ((555156.8325696054 5371967.07623245, 555156.8325696054 5373167.07623245, 553956.8325696054 5373167.07623245, 553956.8325696054 5371967.07623245, 555156.8325696054 5371967.07623245))"
1287,"POLYGON ((555156.8325696054 5373167.07623245, 555156.8325696054 5374367.07623245, 553956.8325696054 5374367.07623245, 553956.8325696054 5373167.07623245, 555156.8325696054 5373167.07623245))"
1288,"POLYGON ((556356.8325696054 5365967.07623245, 556356.8325696054 5367167.07623245, 555156.8325696054 5367167.07623245, 555156.8325696054 5365967.07623245, 556356.8325696054 5365967.07623245))"
1289,"POLYGON ((556356.8325696054 5367167.07623245, 556356.8325696054 5368367.07623245, 555156.8325696054 5368367.07623245, 555156.8325696054 5367167.07623245, 556356.8325696054 5367167.07623245))"
1290,"POLYGON ((556356.8325696054 5368367.07623245, 556356.8325696054 5369567.07623245, 555156.8325696054 5369567.07623245, 555156.8325696054 5368367.07623245, 556356.8325696054 5368367.07623245))"
1291,"POLYGON ((556356.8325696054 5369567.07623245, 556356.8325696054 5370767.07623245, 555156.8325696054 5370767.07623245, 555156.8325696054 5369567.07623245, 556356.8325696054 5369567.07623245))"
1292,"POLYGON ((556356.8325696054 5370767.07623245, 556356.8325696054 5371967.07623245, 555156.8325696054 5371967.07623245, 555156.8325696054 5370767.07623245, 556356.8325696054 5370767.07623245))"
1293,"POLYGON ((556356.8325696054 5371967.07623245, 556356.8325696054 5373167.07623245, 555156.8325696054 5373167.07623245, 555156.8325696054 5371967.07623245, 556356.8325696054 5371967.07623245))"
1294,"POLYGON ((556356.8325696054 5373167.07623245, 556356.8325696054 5374367.07623245, 555156.8325696054 5374367.07623245, 555156.8325696054 5373167.07623245, 556356.8325696054 5373167.07623245))"
1295,"POLYGON ((557556.8325696054 5364767.07623245, 557556.8325696054 5365967.07623245, 556356.8325696054 5365967.07623245, 556356.8325696054 5364767.07623245, 557556.8325696054 5364767.07623245))"
1296,"POLYGON ((557556.8325696054 5365967.07623245, 557556.8325696054 5367167.07623245, 556356.8325696054 5367167.07623245, 556356.8325696054 5365967.07623245, 557556.8325696054 5365967.07623245))"
1297,"POLYGON ((557556.8325696054 5367167.07623245, 557556.8325696054 5368367.07623245, 556356.8325696054 5368367.07623245, 556356.8325696054 5367167.07623245, 557556.8325696054 5367167.07623245))"
1298,"POLYGON ((557556.8325696054 5368367.07623245, 557556.8325696054 5369567.07623245, 556356.8325696054 5369567.07623245, 556356.8325696054 5368367.07623245, 557556.8325696054 5368367.07623245))"
1299,"POLYGON ((557556.8325696054 5369567.07623245, 557556.8325696054 5370767.07623245, 556356.8325696054 5370767.07623245, 556356.8325696054 5369567.07623245, 557556.8325696054 5369567.07623245))"
1300,"POLYGON ((557556.8325696054 5371967.07623245, 557556.8325696054 5373167.07623245, 556356.8325696054 5373167.07623245, 556356.8325696054 5371967.07623245, 557556.8325696054 5371967.07623245))"
1301,"POLYGON ((557556.8325696054 5373167.07623245, 557556.8325696054 5374367.07623245, 556356.8325696054 5374367.07623245, 556356.8325696054 5373167.07623245, 557556.8325696054 5373167.07623245))"
1302,"POLYGON ((557556.8325696054 5382767.07623245, 557556.8325696054 5383967.07623245, 556356.8325696054 5383967.07623245, 556356.8325696054 5382767.07623245, 557556.8325696054 5382767.07623245))"
1303,"POLYGON ((557556.8325696054 5383967.07623245, 557556.8325696054 5385167.07623245, 556356.8325696054 5385167.07623245, 556356.8325696054 5383967.07623245, 557556.8325696054 5383967.07623245))"
1304,"POLYGON ((557556.8325696054 5385167.07623245, 557556.8325696054 5386367.07623245, 556356.8325696054 5386367.07623245, 556356.8325696054 5385167.07623245, 557556.8325696054 5385167.07623245))"
1305,"POLYGON ((557556.8325696054 5386367.07623245, 557556.8325696054 5387567.07623245, 556356.8325696054 5387567.07623245, 556356.8325696054 5386367.07623245, 557556.8325696054 5386367.07623245))"
1306,"POLYGON ((557556.8325696054 5387567.07623245, 557556.8325696054 5388767.07623245, 556356.8325696054 5388767.07623245, 556356.8325696054 5387567.07623245, 557556.8325696054 5387567.07623245))"
1307,"POLYGON ((557556.8325696054 5388767.07623245, 557556.8325696054 5389967.07623245, 556356.8325696054 5389967.07623245, 556356.8325696054 5388767.07623245, 557556.8325696054 5388767.07623245))"
1308,"POLYGON ((557556.8325696054 5389967.07623245, 557556.8325696054 5391167.07623245, 556356.8325696054 5391167.07623245, 556356.8325696054 5389967.07623245, 557556.8325696054 5389967.07623245))"
1309,"POLYGON ((557556.8325696054 5391167.07623245, 557556.8325696054 5392367.07623245, 556356.8325696054 5392367.07623245, 556356.8325696054 5391167.07623245, 557556.8325696054 5391167.07623245))"
1310,"POLYGON ((558756.8325696054 5362367.07623245, 558756.8325696054 5363567.07623245, 557556.8325696054 5363567.07623245, 557556.8325696054 5362367.07623245, 558756.8325696054 5362367.07623245))"
1311,"POLYGON ((558756.8325696054 5363567.07623245, 558756.8325696054 5364767.07623245, 557556.8325696054 5364767.07623245, 557556.8325696054 5363567.07623245, 558756.8325696054 5363567.07623245))"
1312,"POLYGON ((558756.8325696054 5364767.07623245, 558756.8325696054 5365967.07623245, 557556.8325696054 5365967.07623245, 557556.8325696054 5364767.07623245, 558756.8325696054 5364767.07623245))"
1313,"POLYGON ((558756.8325696054 5365967.07623245, 558756.8325696054 5367167.07623245, 557556.8325696054 5367167.07623245, 557556.8325696054 5365967.07623245, 558756.8325696054 5365967.07623245))"
1314,"POLYGON ((558756.8325696054 5367167.07623245, 558756.8325696054 5368367.07623245, 557556.8325696054 5368367.07623245, 557556.8325696054 5367167.07623245, 558756.8325696054 5367167.07623245))"
1315,"POLYGON ((558756.8325696054 5368367.07623245, 558756.8325696054 5369567.07623245, 557556.8325696054 5369567.07623245, 557556.8325696054 5368367.07623245, 558756.8325696054 5368367.07623245))"
1316,"POLYGON ((558756.8325696054 5371967.07623245, 558756.8325696054 5373167.07623245, 557556.8325696054 5373167.07623245, 557556.8325696054 5371967.07623245, 558756.8325696054 5371967.07623245))"
1317,"POLYGON ((558756.8325696054 5373167.07623245, 558756.8325696054 5374367.07623245, 557556.8325696054 5374367.07623245, 557556.8325696054 5373167.07623245, 558756.8325696054 5373167.07623245))"
1318,"POLYGON ((558756.8325696054 5382767.07623245, 558756.8325696054 5383967.07623245, 557556.8325696054 5383967.07623245, 557556.8325696054 5382767.07623245, 558756.8325696054 5382767.07623245))"
1319,"POLYGON ((558756.8325696054 5383967.07623245, 558756.8325696054 5385167.07623245, 557556.8325696054 5385167.07623245, 557556.8325696054 5383967.07623245, 558756.8325696054 5383967.07623245))"
1320,"POLYGON ((558756.8325696054 5385167.07623245, 558756.8325696054 5386367.07623245, 557556.8325696054 5386367.07623245, 557556.8325696054 5385167.07623245, 558756.8325696054 5385167.07623245))"
1321,"POLYGON ((558756.8325696054 5386367.07623245, 558756.8325696054 5387567.07623245, 557556.8325696054 5387567.07623245, 557556.8325696054 5386367.07623245, 558756.8325696054 5386367.07623245))"
1322,"POLYGON ((558756.8325696054 5387567.07623245, 558756.8325696054 5388767.07623245, 557556.8325696054 5388767.07623245, 557556.8325696054 5387567.07623245, 558756.8325696054 5387567.07623245))"
1323,"POLYGON ((558756.8325696054 5388767.07623245, 558756.8325696054 5389967.07623245, 557556.8325696054 5389967.07623245, 557556.8325696054 5388767.07623245, 558756.8325696054 5388767.07623245))"
1324,"POLYGON ((558756.8325696054 5389967.07623245, 558756.8325696054 5391167.07623245, 557556.8325696054 5391167.07623245, 557556.8325696054 5389967.07623245, 558756.8325696054 5389967.07623245))"
1325,"POLYGON ((558756.8325696054 5391167.07623245, 558756.8325696054 5392367.07623245, 557556.8325696054 5392367.07623245, 557556.8325696054 5391167.07623245, 558756.8325696054 5391167.07623245))"
1326,"POLYGON ((558756.8325696054 5392367.07623245, 558756.8325696054 5393567.07623245, 557556.8325696054 5393567.07623245, 557556.8325696054 5392367.07623245, 558756.8325696054 5392367.07623245))"
1327,"POLYGON ((558756.8325696054 5393567.07623245, 558756.8325696054 5394767.07623245, 557556.8325696054 5394767.07623245, 557556.8325696054 5393567.07623245, 558756.8325696054 5393567.07623245))"
1328,"POLYGON ((558756.8325696054 5394767.07623245, 558756.8325696054 5395967.07623245, 557556.8325696054 5395967.07623245, 557556.8325696054 5394767.07623245, 558756.8325696054 5394767.07623245))"
1329,"POLYGON ((558756.8325696054 5395967.07623245, 558756.8325696054 5397167.07623245, 557556.8325696054 5397167.07623245, 557556.8325696054 5395967.07623245, 558756.8325696054 5395967.07623245))"
1330,"POLYGON ((559956.8325696054 5361167.07623245, 559956.8325696054 5362367.07623245, 558756.8325696054 5362367.07623245, 558756.8325696054 5361167.07623245, 559956.8325696054 5361167.07623245))"
1331,"POLYGON ((559956.8325696054 5362367.07623245, 559956.8325696054 5363567.07623245, 558756.8325696054 5363567.07623245, 558756.8325696054 5362367.07623245, 559956.8325696054 5362367.07623245))"
1332,"POLYGON ((559956.8325696054 5363567.07623245, 559956.8325696054 5364767.07623245, 558756.8325696054 5364767.07623245, 558756.8325696054 5363567.07623245, 559956.8325696054 5363567.07623245))"
1333,"POLYGON ((559956.8325696054 5364767.07623245, 559956.8325696054 5365967.07623245, 558756.8325696054 5365967.07623245, 558756.8325696054 5364767.07623245, 559956.8325696054 5364767.07623245))"
1334,"POLYGON ((559956.8325696054 5365967.07623245, 559956.8325696054 5367167.07623245, 558756.8325696054 5367167.07623245, 558756.8325696054 5365967.07623245, 559956.8325696054 5365967.07623245))"
1335,"POLYGON ((559956.8325696054 5371967.07623245, 559956.8325696054 5373167.07623245, 558756.8325696054 5373167.07623245, 558756.8325696054 5371967.07623245, 559956.8325696054 5371967.07623245))"
1336,"POLYGON ((559956.8325696054 5373167.07623245, 559956.8325696054 5374367.07623245, 558756.8325696054 5374367.07623245, 558756.8325696054 5373167.07623245, 559956.8325696054 5373167.07623245))"
1337,"POLYGON ((559956.8325696054 5382767.07623245, 559956.8325696054 5383967.07623245, 558756.8325696054 5383967.07623245, 558756.8325696054 5382767.07623245, 559956.8325696054 5382767.07623245))"
1338,"POLYGON ((559956.8325696054 5383967.07623245, 559956.8325696054 5385167.07623245, 558756.8325696054 5385167.07623245, 558756.8325696054 5383967.07623245, 559956.8325696054 5383967.07623245))"
1339,"POLYGON ((559956.8325696054 5385167.07623245, 559956.8325696054 5386367.07623245, 558756.8325696054 5386367.07623245, 558756.8325696054 5385167.07623245, 559956.8325696054 5385167.07623245))"
1340,"POLYGON ((559956.8325696054 5386367.07623245, 559956.8325696054 5387567.07623245, 558756.8325696054 5387567.07623245, 558756.8325696054 5386367.07623245, 559956.8325696054 5386367.07623245))"
1341,"POLYGON ((559956.8325696054 5387567.07623245, 559956.8325696054 5388767.07623245, 558756.8325696054 5388767.07623245, 558756.8325696054 5387567.07623245, 559956.8325696054 5387567.07623245))"
1342,"POLYGON ((559956.8325696054 5388767.07623245, 559956.8325696054 5389967.07623245, 558756.8325696054 5389967.07623245, 558756.8325696054 5388767.07623245, 559956.8325696054 5388767.07623245))"
1343,"POLYGON ((559956.8325696054 5389967.07623245, 559956.8325696054 5391167.07623245, 558756.8325696054 5391167.07623245, 558756.8325696054 5389967.07623245, 559956.8325696054 5389967.07623245))"
1344,"POLYGON ((559956.8325696054 5391167.07623245, 559956.8325696054 5392367.07623245, 558756.8325696054 5392367.07623245, 558756.8325696054 5391167.07623245, 559956.8325696054 5391167.07623245))"
1345,"POLYGON ((559956.8325696054 5392367.07623245, 559956.8325696054 5393567.07623245, 558756.8325696054 5393567.07623245, 558756.8325696054 5392367.07623245, 559956.8325696054 5392367.07623245))"
1346,"POLYGON ((559956.8325696054 5393567.07623245, 559956.8325696054 5394767.07623245, 558756.8325696054 5394767.07623245, 558756.8325696054 5393567.07623245, 559956.8325696054 5393567.07623245))"
1347,"POLYGON ((559956.8325696054 5394767.07623245, 559956.8325696054 5395967.07623245, 558756.8325696054 5395967.07623245, 558756.8325696054 5394767.07623245, 559956.8325696054 5394767.07623245))"
1348,"POLYGON ((559956.8325696054 5395967.07623245, 559956.8325696054 5397167.07623245, 558756.8325696054 5397167.07623245, 558756.8325696054 5395967.07623245, 559956.8325696054 5395967.07623245))"
1349,"POLYGON ((561156.8325696054 5359967.07623245, 561156.8325696054 5361167.07623245, 559956.8325696054 5361167.07623245, 559956.8325696054 5359967.07623245, 561156.8325696054 5359967.07623245))"
1350,"POLYGON ((561156.8325696054 5361167.07623245, 561156.8325696054 5362367.07623245, 559956.8325696054 5362367.07623245, 559956.8325696054 5361167.07623245, 561156.8325696054 5361167.07623245))"
